grid_id,経度,緯度,市役所からの距離_m,DEM地表種別,標高_m,最近接河川,河川からの距離_m,内水浸水ランク,内水想定浸水深,外水浸水ランク_num,外水想定浸水深,最大ランク河川
929,132.4436891,34.3908959,1234.9,地表面,2.94,天満川,69.9,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
930,132.4436754,34.3913463,1261.9,地表面,2.94,天満川,57.1,00,想定区域外,0,想定区域外,
931,132.4436617,34.3917968,1290.3,地表面,4.34,天満川,48.9,00,想定区域外,0,想定区域外,
932,132.443648,34.3922473,1320.0,地表面,0.94,天満川,41.0,00,想定区域外,0,想定区域外,
933,132.4436343,34.3926978,1350.9,内水面,0.44,天満川,33.2,00,想定区域外,0,想定区域外,
934,132.4436206,34.3931482,1382.9,内水面,0.54,天満川,25.3,00,想定区域外,0,想定区域外,
935,132.4436069,34.3935987,1416.0,内水面,0.54,天満川,19.6,00,想定区域外,0,想定区域外,
936,132.4435932,34.3940492,1450.0,内水面,0.54,天満川,14.5,00,想定区域外,0,想定区域外,
937,132.4435795,34.3944996,1484.9,内水面,0.54,天満川,9.3,00,想定区域外,0,想定区域外,
938,132.4435658,34.3949501,1520.7,内水面,0.64,天満川,4.1,00,想定区域外,0,想定区域外,
939,132.4435521,34.3954006,1557.2,内水面,0.64,天満川,0.4,00,想定区域外,0,想定区域外,
940,132.4435384,34.395851,1594.5,内水面,0.54,天満川,13.8,00,想定区域外,0,想定区域外,
941,132.4435247,34.3963015,1632.5,地表面,3.54,天満川,36.6,01,0.01～0.19m,0,想定区域外,
942,132.443511,34.396752,1671.1,地表面,4.04,天満川,52.8,01,0.01～0.19m,0,想定区域外,
943,132.4434973,34.3972024,1710.3,地表面,3.94,天満川,61.5,00,想定区域外,0,想定区域外,
944,132.4434836,34.3976529,1750.0,地表面,4.04,天満川,62.7,00,想定区域外,0,想定区域外,
945,132.4434699,34.3981034,1790.3,地表面,5.14,天満川,56.8,00,想定区域外,0,想定区域外,
946,132.4434562,34.3985538,1831.0,地表面,4.34,天満川,46.6,00,想定区域外,0,想定区域外,
947,132.4434424,34.3990043,1872.2,内水面,0.54,天満川,23.4,00,想定区域外,0,想定区域外,
948,132.4434287,34.3994548,1913.8,内水面,0.54,天満川,7.9,00,想定区域外,0,想定区域外,
949,132.443415,34.3999052,1955.8,地表面,4.54,天満川,40.6,01,0.01～0.19m,0,想定区域外,
950,132.4434013,34.4003557,1998.1,地表面,3.84,天満川,72.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
951,132.4448761,34.3697352,1972.3,地表面,1.94,旧太田川,335.0,02,0.20～0.49m,2,0.5～3.0m未満,元安川・太田川・旧太田川
952,132.4448624,34.3701857,1929.4,地表面,3.04,旧太田川,319.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
953,132.4448487,34.3706362,1886.8,地表面,2.54,旧太田川,304.8,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
954,132.4448351,34.3710866,1844.6,地表面,2.54,旧太田川,289.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
955,132.4448214,34.3715371,1802.8,地表面,1.84,旧太田川,276.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
956,132.4448077,34.3719876,1761.4,地表面,1.44,旧太田川,262.8,00,想定区域外,3,3.0～5.0m未満,太田川・旧太田川
957,132.444794,34.372438,1720.5,地表面,1.84,旧太田川,249.5,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
958,132.4447803,34.3728885,1680.0,地表面,0.54,旧太田川,240.0,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
959,132.4447666,34.373339,1640.1,地表面,0.74,旧太田川,230.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
960,132.4447529,34.3737895,1600.8,地表面,0.74,旧太田川,221.7,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
961,132.4447392,34.3742399,1562.0,地表面,0.84,旧太田川,210.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
962,132.4447255,34.3746904,1524.0,地表面,0.84,旧太田川,197.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
963,132.4447119,34.3751409,1486.6,地表面,0.84,旧太田川,185.2,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
964,132.4446982,34.3755913,1450.0,地表面,0.74,旧太田川,172.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
965,132.4446845,34.3760418,1414.2,地表面,1.14,旧太田川,159.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
966,132.4446708,34.3764923,1379.3,地表面,2.14,旧太田川,145.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
967,132.4446571,34.3769427,1345.4,地表面,2.04,旧太田川,126.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
968,132.4446434,34.3773932,1312.4,地表面,1.94,旧太田川,102.0,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
969,132.4446297,34.3778437,1280.6,地表面,4.34,旧太田川,75.3,00,想定区域外,0,想定区域外,
970,132.444616,34.3782941,1250.0,内水面,0.44,旧太田川,48.6,00,想定区域外,0,想定区域外,
971,132.4446023,34.3787446,1220.7,内水面,0.44,旧太田川,21.9,00,想定区域外,0,想定区域外,
972,132.4445886,34.3791951,1192.7,内水面,0.44,旧太田川,4.8,00,想定区域外,0,想定区域外,
973,132.444575,34.3796455,1166.2,内水面,0.44,旧太田川,31.3,00,想定区域外,0,想定区域外,
974,132.4445613,34.380096,1141.3,内水面,0.44,旧太田川,56.7,00,想定区域外,0,想定区域外,
975,132.4445476,34.3805465,1118.0,地表面,2.44,旧太田川,82.1,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
976,132.4445339,34.380997,1096.6,地表面,2.44,旧太田川,106.9,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
977,132.4445202,34.3814474,1077.0,地表面,2.24,旧太田川,129.5,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
978,132.4445065,34.3818979,1059.5,地表面,2.54,旧太田川,152.1,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
979,132.4444928,34.3823484,1044.0,地表面,2.54,旧太田川,166.9,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
980,132.4444791,34.3827988,1030.8,地表面,1.14,旧太田川,174.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
981,132.4444654,34.3832493,1019.8,地表面,1.34,旧太田川,183.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
982,132.4444517,34.3836998,1011.2,地表面,1.24,旧太田川,194.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
983,132.444438,34.3841502,1005.0,地表面,0.94,旧太田川,203.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
984,132.4444243,34.3846007,1001.2,地表面,1.24,旧太田川,209.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
985,132.4444106,34.3850512,1000.0,地表面,1.24,旧太田川,214.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
986,132.4443969,34.3855016,1001.2,地表面,1.14,旧太田川,217.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
987,132.4443832,34.3859521,1005.0,地表面,1.04,旧太田川,220.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
988,132.4443695,34.3864026,1011.2,地表面,1.44,旧太田川,219.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
989,132.4443558,34.386853,1019.8,地表面,1.14,旧太田川,216.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
990,132.4443421,34.3873035,1030.8,地表面,1.54,旧太田川,217.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
991,132.4443284,34.387754,1044.0,地表面,1.44,天満川,222.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
992,132.4443147,34.3882044,1059.5,地表面,1.44,天満川,199.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
993,132.444301,34.3886549,1077.0,地表面,1.74,天満川,179.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
994,132.4442873,34.3891054,1096.6,地表面,1.54,天満川,161.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
995,132.4442736,34.3895558,1118.0,地表面,2.24,天満川,144.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
996,132.4442599,34.3900063,1141.3,地表面,1.94,天満川,129.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
997,132.4442462,34.3904568,1166.2,地表面,2.14,天満川,126.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
998,132.4442325,34.3909072,1192.7,地表面,1.84,天満川,118.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
999,132.4442188,34.3913577,1220.7,地表面,1.84,天満川,106.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1000,132.4442051,34.3918082,1250.0,地表面,1.84,天満川,98.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1001,132.4441914,34.3922586,1280.6,地表面,2.74,天満川,90.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1002,132.4441777,34.3927091,1312.4,地表面,2.84,天満川,82.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1003,132.444164,34.3931596,1345.4,地表面,3.34,天満川,74.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1004,132.4441503,34.39361,1379.3,地表面,2.34,天満川,69.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1005,132.4441366,34.3940605,1414.2,地表面,3.44,天満川,64.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1006,132.4441229,34.394511,1450.0,地表面,3.74,天満川,59.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1007,132.4441092,34.3949614,1486.6,地表面,3.24,天満川,53.9,00,想定区域外,0,想定区域外,
1008,132.4440955,34.3954119,1524.0,地表面,3.34,天満川,50.3,00,想定区域外,0,想定区域外,
1009,132.4440818,34.3958624,1562.0,地表面,3.44,天満川,59.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1010,132.4440681,34.3963128,1600.8,地表面,3.44,天満川,80.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1011,132.4440544,34.3967633,1640.1,地表面,3.74,天満川,101.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1012,132.4440407,34.3972138,1680.0,地表面,3.04,天満川,111.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1013,132.444027,34.3976642,1720.5,地表面,3.14,天満川,112.7,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1014,132.4440133,34.3981147,1761.4,地表面,3.64,天満川,106.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1015,132.4439996,34.3985652,1802.8,地表面,3.84,天満川,92.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1016,132.4439859,34.3990156,1844.6,地表面,4.04,天満川,62.6,00,想定区域外,0,想定区域外,
1017,132.4439722,34.3994661,1886.8,内水面,0.54,天満川,30.0,00,想定区域外,0,想定区域外,
1018,132.4439585,34.3999166,1929.4,内水面,0.54,天満川,2.4,00,想定区域外,0,想定区域外,
1019,132.4439448,34.400367,1972.3,地表面,1.64,天満川,34.1,01,0.01～0.19m,0,想定区域外,
1020,132.4454331,34.3692961,1991.2,地表面,2.64,旧太田川,397.8,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1021,132.4454194,34.3697466,1947.4,地表面,1.94,旧太田川,382.7,02,0.20～0.49m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1022,132.4454057,34.3701971,1903.9,地表面,3.14,旧太田川,367.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1023,132.445392,34.3706475,1860.8,地表面,2.24,旧太田川,352.4,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1024,132.4453783,34.371098,1818.0,地表面,2.44,旧太田川,337.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1025,132.4453646,34.3715485,1775.5,地表面,1.74,旧太田川,324.3,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1026,132.445351,34.3719989,1733.5,地表面,1.44,旧太田川,310.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1027,132.4453373,34.3724494,1691.9,地表面,1.54,旧太田川,298.3,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1028,132.4453236,34.3728999,1650.8,地表面,0.94,旧太田川,289.1,03,0.50～0.99m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1029,132.4453099,34.3733503,1610.1,地表面,0.64,旧太田川,280.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1030,132.4452962,34.3738008,1570.0,地表面,1.34,旧太田川,270.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1031,132.4452825,34.3742513,1530.5,地表面,0.74,旧太田川,258.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1032,132.4452688,34.3747017,1491.6,地表面,1.04,旧太田川,246.2,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1033,132.4452552,34.3751522,1453.4,地表面,0.74,旧太田川,233.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1034,132.4452415,34.3756027,1416.0,地表面,1.04,旧太田川,220.7,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1035,132.4452278,34.3760531,1379.3,地表面,1.04,旧太田川,207.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1036,132.4452141,34.3765036,1343.5,地表面,2.24,旧太田川,191.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1037,132.4452004,34.3769541,1308.6,地表面,2.04,旧太田川,171.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1038,132.4451867,34.3774046,1274.8,地表面,1.94,旧太田川,144.3,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1039,132.445173,34.377855,1242.0,地表面,2.44,旧太田川,117.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1040,132.4451593,34.3783055,1210.4,地表面,2.24,旧太田川,90.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1041,132.4451456,34.378756,1180.0,内水面,0.44,旧太田川,64.2,00,想定区域外,0,想定区域外,
1042,132.445132,34.3792064,1151.1,内水面,0.44,旧太田川,37.5,00,想定区域外,0,想定区域外,
1043,132.4451183,34.3796569,1123.6,内水面,0.44,旧太田川,11.8,00,想定区域外,0,想定区域外,
1044,132.4451046,34.3801074,1097.7,内水面,0.34,旧太田川,13.6,00,想定区域外,0,想定区域外,
1045,132.4450909,34.3805578,1073.5,内水面,0.44,旧太田川,39.0,00,想定区域外,0,想定区域外,
1046,132.4450772,34.3810083,1051.2,地表面,4.24,旧太田川,62.3,00,想定区域外,0,想定区域外,
1047,132.4450635,34.3814588,1030.8,地表面,2.84,旧太田川,84.9,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1048,132.4450498,34.3819092,1012.4,地表面,2.84,旧太田川,107.2,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1049,132.4450361,34.3823597,996.2,地表面,2.64,旧太田川,117.4,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1050,132.4450224,34.3828102,982.3,地表面,2.54,旧太田川,124.9,01,0.01～0.19m,2,0.5～3.0m未満,天満川・太田川・旧太田川
1051,132.4450087,34.3832606,970.8,地表面,2.54,旧太田川,134.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1052,132.4449951,34.3837111,961.8,地表面,1.24,旧太田川,145.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1053,132.4449814,34.3841616,955.2,地表面,1.24,旧太田川,154.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1054,132.4449677,34.384612,951.3,地表面,1.34,旧太田川,159.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1055,132.444954,34.3850625,950.0,地表面,2.04,旧太田川,164.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1056,132.4449403,34.385513,951.3,地表面,1.14,旧太田川,167.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1057,132.4449266,34.3859635,955.2,地表面,1.14,旧太田川,170.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1058,132.4449129,34.3864139,961.8,地表面,1.14,旧太田川,169.7,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1059,132.4448992,34.3868644,970.8,地表面,1.54,旧太田川,166.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1060,132.4448855,34.3873149,982.3,地表面,1.54,旧太田川,167.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1061,132.4448718,34.3877653,996.2,地表面,1.24,旧太田川,175.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1062,132.4448581,34.3882158,1012.4,地表面,1.54,旧太田川,187.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1063,132.4448444,34.3886663,1030.8,地表面,1.54,旧太田川,203.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1064,132.4448307,34.3891167,1051.2,地表面,1.44,天満川,207.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1065,132.444817,34.3895672,1073.5,地表面,1.64,天満川,192.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1066,132.4448033,34.3900177,1097.7,地表面,1.44,天満川,178.4,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1067,132.4447896,34.3904681,1123.6,地表面,1.84,天満川,176.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1068,132.4447759,34.3909186,1151.1,地表面,2.14,天満川,166.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川
1069,132.4447622,34.3913691,1180.0,地表面,1.74,天満川,155.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1070,132.4447485,34.3918195,1210.4,地表面,1.74,天満川,147.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1071,132.4447348,34.39227,1242.0,地表面,2.14,天満川,139.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1072,132.4447211,34.3927205,1274.8,地表面,1.74,天満川,131.9,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1073,132.4447074,34.3931709,1308.6,地表面,2.14,天満川,124.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1074,132.4446937,34.3936214,1343.5,地表面,1.94,天満川,119.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1075,132.44468,34.3940719,1379.3,地表面,2.34,天満川,113.9,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1076,132.4446663,34.3945223,1416.0,地表面,2.64,天満川,108.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1077,132.4446526,34.3949728,1453.4,地表面,2.54,天満川,103.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1078,132.4446389,34.3954233,1491.6,地表面,2.34,天満川,100.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1079,132.4446252,34.3958737,1530.5,地表面,2.64,天満川,105.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1080,132.4446115,34.3963242,1570.0,地表面,2.54,天満川,125.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1081,132.4445978,34.3967747,1610.1,地表面,2.64,天満川,148.4,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1082,132.4445841,34.3972251,1650.8,地表面,2.44,天満川,161.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1083,132.4445704,34.3976756,1691.9,地表面,2.74,天満川,162.7,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1084,132.4445567,34.3981261,1733.5,地表面,2.64,天満川,155.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1085,132.444543,34.3985765,1775.5,地表面,2.24,天満川,133.2,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1086,132.4445293,34.399027,1818.0,地表面,2.44,天満川,100.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
1087,132.4445156,34.3994775,1860.8,地表面,3.04,天満川,68.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
1088,132.4445019,34.3999279,1903.9,地表面,4.04,天満川,36.2,00,想定区域外,0,想定区域外,
1089,132.4444882,34.4003784,1947.4,内水面,0.54,天満川,4.9,00,想定区域外,0,想定区域外,
1090,132.4444745,34.4008289,1991.2,内水面,0.54,天満川,24.9,00,想定区域外,0,想定区域外,
1091,132.4459763,34.3693075,1967.9,地表面,2.44,旧太田川,445.5,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1092,132.4459626,34.3697579,1923.5,地表面,2.04,旧太田川,430.3,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1093,132.4459489,34.3702084,1879.5,地表面,2.64,旧太田川,415.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1094,132.4459353,34.3706589,1835.8,地表面,2.54,旧太田川,400.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1095,132.4459216,34.3711093,1792.3,地表面,2.04,旧太田川,385.8,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1096,132.4459079,34.3715598,1749.3,地表面,1.84,旧太田川,372.5,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1097,132.4458942,34.3720103,1706.6,地表面,1.84,旧太田川,359.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1098,132.4458805,34.3724607,1664.3,地表面,1.34,旧太田川,347.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
1099,132.4458669,34.3729112,1622.5,地表面,0.54,旧太田川,338.3,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1100,132.4458532,34.3733617,1581.1,地表面,0.84,旧太田川,329.2,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1101,132.4458395,34.3738122,1540.3,地表面,0.84,旧太田川,319.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1102,132.4458258,34.3742626,1500.0,地表面,0.84,旧太田川,307.3,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1103,132.4458121,34.3747131,1460.3,地表面,0.54,旧太田川,294.6,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1104,132.4457984,34.3751636,1421.3,地表面,0.84,旧太田川,281.8,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1105,132.4457848,34.375614,1382.9,地表面,0.64,旧太田川,269.0,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1106,132.4457711,34.3760645,1345.4,地表面,1.14,旧太田川,256.2,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1107,132.4457574,34.376515,1308.6,地表面,0.84,旧太田川,238.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
1108,132.4457437,34.3769654,1272.8,地表面,1.94,旧太田川,213.3,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1109,132.44573,34.3774159,1237.9,地表面,1.84,旧太田川,186.6,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
1110,132.4457163,34.3778664,1204.2,地表面,1.94,旧太田川,159.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1111,132.4457026,34.3783168,1171.5,地表面,2.04,旧太田川,133.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
1112,132.445689,34.3787673,1140.2,地表面,2.04,旧太田川,106.5,01,0.01～0.19m,3,3.0～5.0m未満,旧太田川
1113,132.4456753,34.3792178,1110.2,地表面,2.34,旧太田川,80.2,00,想定区域外,0,想定区域外,
1114,132.4456616,34.3796682,1081.7,内水面,0.44,旧太田川,54.8,00,想定区域外,0,想定区域外,
1115,132.4456479,34.3801187,1054.8,内水面,0.44,旧太田川,29.4,00,想定区域外,0,想定区域外,
1116,132.4456342,34.3805692,1029.6,内水面,0.44,旧太田川,4.9,00,想定区域外,0,想定区域外,
1117,132.4456205,34.3810197,1006.2,内水面,0.44,旧太田川,17.7,00,想定区域外,0,想定区域外,
1118,132.4456068,34.3814701,984.9,内水面,0.44,旧太田川,40.3,00,想定区域外,0,想定区域外,
1119,132.4455932,34.3819206,965.7,地表面,4.34,旧太田川,60.5,00,想定区域外,0,想定区域外,
1120,132.4455795,34.3823711,948.7,地表面,4.34,旧太田川,68.0,00,想定区域外,0,想定区域外,
1121,132.4455658,34.3828215,934.1,地表面,3.34,旧太田川,75.5,00,想定区域外,0,想定区域外,
1122,132.4455521,34.383272,922.0,地表面,3.04,旧太田川,85.8,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1123,132.4455384,34.3837225,912.4,地表面,2.44,旧太田川,96.9,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1124,132.4455247,34.3841729,905.5,地表面,3.04,旧太田川,104.5,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
1125,132.445511,34.3846234,901.4,地表面,1.74,旧太田川,109.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1126,132.4454973,34.3850739,900.0,地表面,1.34,旧太田川,114.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1127,132.4454836,34.3855243,901.4,地表面,1.94,旧太田川,117.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1128,132.4454699,34.3859748,905.5,地表面,1.44,旧太田川,120.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1129,132.4454563,34.3864253,912.4,地表面,1.34,旧太田川,119.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
1130,132.4454426,34.3868757,922.0,地表面,1.64,旧太田川,116.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1131,132.4454289,34.3873262,934.1,地表面,1.64,旧太田川,117.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
1132,132.4454152,34.3877767,948.7,地表面,1.54,旧太田川,126.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
